occupation,year,node,category,type,n_jobs,total_jobs,pct,conf_min
Human Resources Managers,2026,Responsible and Ethical AI Evaluation,Emerging,hard,130,10011,1.3,2
Human Resources Managers,2026,"AI Risk, Privacy, and Security Management",Emerging,hard,468,10011,4.7,2
Human Resources Managers,2026,Societal and Environmental AI Impact,Emerging,hard,2,10011,0.0,2
Financial Managers,2023,Declarative and retrieval-based knowledge,Declining,hard,1422,5738,24.8,2
Financial Managers,2023,Individual knowledge,Declining,soft,110,5738,1.9,2
Financial Managers,2023,Locate and retrieve information,Declining,hard,172,5738,3.0,2
Financial Managers,2023,language-specific knowledge,Declining,soft,110,5738,1.9,2
Financial Managers,2023,Digital information analysis and synthesis,Declining,hard,61,5738,1.1,2
Financial Managers,2023,business knowledge as stored facts,Declining,hard,1230,5738,21.4,2
Financial Managers,2023,Standardized routine execution,Declining,hard,1489,5738,25.9,2
Financial Managers,2023,Routine tasks,Declining,hard,1489,5738,25.9,2
Financial Managers,2023,Foundations,Enduring,hard,3965,5738,69.1,2
Financial Managers,2023,Creativity,Enduring,soft,1139,5738,19.9,2
Financial Managers,2023,Business and management foundations,Enduring,hard,3246,5738,56.6,2
Financial Managers,2023,Entrepreneurial and Innovation-Oriented Thinking,Enduring,soft,915,5738,15.9,2
Financial Managers,2023,"Quantitative, data, and analytical foundations",Enduring,hard,2688,5738,46.8,2
Financial Managers,2023,Creative Thinking and Curiosity,Enduring,soft,310,5738,5.4,2
Financial Managers,2023,A structured approach to work,Enduring,hard,2816,5738,49.1,2
Financial Managers,2023,Criticism,Enduring,soft,573,5738,10.0,2
Financial Managers,2023,Analytical and Structured Problem-Solving,Enduring,hard,924,5738,16.1,2
Financial Managers,2023,Analytical and critical thinking,Enduring,soft,123,5738,2.1,2
Financial Managers,2023,Data- and Evidence-Based Decision-Making,Enduring,hard,1219,5738,21.2,2
Financial Managers,2023,Critical thinking,Enduring,soft,20,5738,0.3,2
Financial Managers,2023,Methodical Process and Technology Management,Enduring,hard,1588,5738,27.7,2
Financial Managers,2023,Ethical decision-making,Enduring,soft,438,5738,7.6,2
Financial Managers,2023,Communications,Enduring,hard,2272,5738,39.6,2
Financial Managers,2023,Collaboration,Enduring,soft,2874,5738,50.1,2
Financial Managers,2023,Business & Professional communication,Enduring,hard,2106,5738,36.7,2
Financial Managers,2023,Teamwork and cooperation,Enduring,soft,386,5738,6.7,2
Financial Managers,2023,Data communication and storytelling,Enduring,hard,238,5738,4.1,2
Financial Managers,2023,Leadership and social influence,Enduring,soft,1696,5738,29.6,2
Financial Managers,2023,Emotional and interpersonal intelligence,Enduring,soft,1857,5738,32.4,2
Financial Managers,2023,Learning,Enduring,soft,581,5738,10.1,2
Financial Managers,2023,Learning orientation,Enduring,soft,576,5738,10.0,2
Financial Managers,2023,Self-reflection,Enduring,soft,5,5738,0.1,2
Financial Managers,2023,"AI Interaction (How do humans use, communicate with, and evaluate AI?)",Emerging,hard,749,5738,13.1,2
Financial Managers,2023,Adaptability (capacity to respond constructively to technological and organizational change),Emerging,soft,117,5738,2.0,2
Financial Managers,2023,Digital and AI literacy,Emerging,hard,732,5738,12.8,2
Financial Managers,2023,Adaptive Mindset and Resilience,Emerging,soft,117,5738,2.0,2
Financial Managers,2023,Prompting skills,Emerging,hard,0,5738,0.0,2
Financial Managers,2023,AI-Driven Change and Opportunity Management,Emerging,soft,0,5738,0.0,2
Financial Managers,2023,AI Use-Case Identification and Professional Application,Emerging,hard,24,5738,0.4,2
Financial Managers,2023,AI self-efficacy,Emerging,soft,0,5738,0.0,2
Financial Managers,2023,AI monitoring; output evaluation and verification,Emerging,hard,0,5738,0.0,2
Financial Managers,2023,AI-ideation,Emerging,hard,0,5738,0.0,2
Financial Managers,2023,"AI System Design (How are AI-supported tools, workflows, and processes designed?)",Emerging,hard,242,5738,4.2,2
Financial Managers,2023,Systemic Skills (ability to understand AI implementation within a wider organizational and socio-technical context),Emerging,soft,2,5738,0.0,2
Financial Managers,2023,AI Development and Implementation,Emerging,hard,74,5738,1.3,2
Financial Managers,2023,Human-AI collaboration,Emerging,soft,0,5738,0.0,2
Financial Managers,2023,AI Data and Process Management,Emerging,hard,173,5738,3.0,2
Financial Managers,2023,Socio-Technical Systems Thinking,Emerging,soft,2,5738,0.0,2
Financial Managers,2023,AI infrastructure and Deployment Readiness,Emerging,hard,6,5738,0.1,2
Financial Managers,2023,AI transformation and organizational redesign,Emerging,soft,0,5738,0.0,2
Financial Managers,2023,"AI Governance (How do we ensure AI is used responsibly, safely, legally, and accountably?)",Emerging,hard,490,5738,8.5,2
Financial Managers,2023,Governance and Accountability Structures,Emerging,hard,392,5738,6.8,2
Financial Managers,2023,Responsible and Ethical AI Evaluation,Emerging,hard,21,5738,0.4,2
Financial Managers,2023,"AI Risk, Privacy, and Security Management",Emerging,hard,112,5738,2.0,2
Financial Managers,2023,Societal and Environmental AI Impact,Emerging,hard,6,5738,0.1,2
Financial Managers,2026,Declarative and retrieval-based knowledge,Declining,hard,4701,21363,22.0,2
Financial Managers,2026,Individual knowledge,Declining,soft,746,21363,3.5,2
Financial Managers,2026,Locate and retrieve information,Declining,hard,698,21363,3.3,2
Financial Managers,2026,language-specific knowledge,Declining,soft,746,21363,3.5,2
Financial Managers,2026,Digital information analysis and synthesis,Declining,hard,410,21363,1.9,2
Financial Managers,2026,business knowledge as stored facts,Declining,hard,3907,21363,18.3,2
Financial Managers,2026,Standardized routine execution,Declining,hard,5553,21363,26.0,2
Financial Managers,2026,Routine tasks,Declining,hard,5553,21363,26.0,2
Financial Managers,2026,Foundations,Enduring,hard,15901,21363,74.4,2
Financial Managers,2026,Creativity,Enduring,soft,5611,21363,26.3,2
Financial Managers,2026,Business and management foundations,Enduring,hard,13507,21363,63.2,2
Financial Managers,2026,Entrepreneurial and Innovation-Oriented Thinking,Enduring,soft,4282,21363,20.0,2
Financial Managers,2026,"Quantitative, data, and analytical foundations",Enduring,hard,11322,21363,53.0,2
Financial Managers,2026,Creative Thinking and Curiosity,Enduring,soft,1871,21363,8.8,2
Financial Managers,2026,A structured approach to work,Enduring,hard,11603,21363,54.3,2
Financial Managers,2026,Criticism,Enduring,soft,2223,21363,10.4,2
Financial Managers,2026,Analytical and Structured Problem-Solving,Enduring,hard,4551,21363,21.3,2
Financial Managers,2026,Analytical and critical thinking,Enduring,soft,956,21363,4.5,2
Financial Managers,2026,Data- and Evidence-Based Decision-Making,Enduring,hard,3265,21363,15.3,2
Financial Managers,2026,Critical thinking,Enduring,soft,102,21363,0.5,2
Financial Managers,2026,Methodical Process and Technology Management,Enduring,hard,7963,21363,37.3,2
Financial Managers,2026,Ethical decision-making,Enduring,soft,1225,21363,5.7,2
Financial Managers,2026,Communications,Enduring,hard,9359,21363,43.8,2
Financial Managers,2026,Collaboration,Enduring,soft,11874,21363,55.6,2
Financial Managers,2026,Business & Professional communication,Enduring,hard,8590,21363,40.2,2
Financial Managers,2026,Teamwork and cooperation,Enduring,soft,1588,21363,7.4,2
Financial Managers,2026,Data communication and storytelling,Enduring,hard,1375,21363,6.4,2
Financial Managers,2026,Leadership and social influence,Enduring,soft,6472,21363,30.3,2
Financial Managers,2026,Emotional and interpersonal intelligence,Enduring,soft,8217,21363,38.5,2
Financial Managers,2026,Learning,Enduring,soft,1932,21363,9.0,2
Financial Managers,2026,Learning orientation,Enduring,soft,1897,21363,8.9,2
Financial Managers,2026,Self-reflection,Enduring,soft,50,21363,0.2,2
Financial Managers,2026,"AI Interaction (How do humans use, communicate with, and evaluate AI?)",Emerging,hard,4021,21363,18.8,2
Financial Managers,2026,Adaptability (capacity to respond constructively to technological and organizational change),Emerging,soft,568,21363,2.7,2
Financial Managers,2026,Digital and AI literacy,Emerging,hard,3824,21363,17.9,2
Financial Managers,2026,Adaptive Mindset and Resilience,Emerging,soft,568,21363,2.7,2
Financial Managers,2026,Prompting skills,Emerging,hard,0,21363,0.0,2
Financial Managers,2026,AI-Driven Change and Opportunity Management,Emerging,soft,0,21363,0.0,2
Financial Managers,2026,AI Use-Case Identification and Professional Application,Emerging,hard,265,21363,1.2,2
Financial Managers,2026,AI self-efficacy,Emerging,soft,0,21363,0.0,2
Financial Managers,2026,AI monitoring; output evaluation and verification,Emerging,hard,0,21363,0.0,2
Financial Managers,2026,AI-ideation,Emerging,hard,0,21363,0.0,2
Financial Managers,2026,"AI System Design (How are AI-supported tools, workflows, and processes designed?)",Emerging,hard,1472,21363,6.9,2
Financial Managers,2026,Systemic Skills (ability to understand AI implementation within a wider organizational and socio-technical context),Emerging,soft,270,21363,1.3,2
Financial Managers,2026,AI Development and Implementation,Emerging,hard,631,21363,3.0,2
Financial Managers,2026,Human-AI collaboration,Emerging,soft,3,21363,0.0,2
Financial Managers,2026,AI Data and Process Management,Emerging,hard,782,21363,3.7,2
Financial Managers,2026,Socio-Technical Systems Thinking,Emerging,soft,267,21363,1.2,2
Financial Managers,2026,AI infrastructure and Deployment Readiness,Emerging,hard,177,21363,0.8,2
Financial Managers,2026,AI transformation and organizational redesign,Emerging,soft,0,21363,0.0,2
Financial Managers,2026,"AI Governance (How do we ensure AI is used responsibly, safely, legally, and accountably?)",Emerging,hard,1312,21363,6.1,2
Financial Managers,2026,Governance and Accountability Structures,Emerging,hard,902,21363,4.2,2
Financial Managers,2026,Responsible and Ethical AI Evaluation,Emerging,hard,128,21363,0.6,2
Financial Managers,2026,"AI Risk, Privacy, and Security Management",Emerging,hard,371,21363,1.7,2
Financial Managers,2026,Societal and Environmental AI Impact,Emerging,hard,7,21363,0.0,2
All,2023,Declarative and retrieval-based knowledge,Declining,hard,4067,16709,24.3,2
All,2023,Individual knowledge,Declining,soft,453,16709,2.7,2
All,2023,Locate and retrieve information,Declining,hard,531,16709,3.2,2
All,2023,language-specific knowledge,Declining,soft,453,16709,2.7,2
All,2023,Digital information analysis and synthesis,Declining,hard,605,16709,3.6,2
All,2023,business knowledge as stored facts,Declining,hard,3165,16709,18.9,2
All,2023,Standardized routine execution,Declining,hard,2176,16709,13.0,2
All,2023,Routine tasks,Declining,hard,2176,16709,13.0,2
All,2023,Foundations,Enduring,hard,11711,16709,70.1,2
All,2023,Creativity,Enduring,soft,5195,16709,31.1,2
All,2023,Business and management foundations,Enduring,hard,10037,16709,60.1,2
All,2023,Entrepreneurial and Innovation-Oriented Thinking,Enduring,soft,3996,16709,23.9,2
All,2023,"Quantitative, data, and analytical foundations",Enduring,hard,6305,16709,37.7,2
All,2023,Creative Thinking and Curiosity,Enduring,soft,1840,16709,11.0,2
All,2023,A structured approach to work,Enduring,hard,7870,16709,47.1,2
All,2023,Criticism,Enduring,soft,1706,16709,10.2,2
All,2023,Analytical and Structured Problem-Solving,Enduring,hard,3120,16709,18.7,2
All,2023,Analytical and critical thinking,Enduring,soft,700,16709,4.2,2
All,2023,Data- and Evidence-Based Decision-Making,Enduring,hard,2281,16709,13.7,2
All,2023,Critical thinking,Enduring,soft,62,16709,0.4,2
All,2023,Methodical Process and Technology Management,Enduring,hard,4547,16709,27.2,2
All,2023,Ethical decision-making,Enduring,soft,993,16709,5.9,2
All,2023,Communications,Enduring,hard,6703,16709,40.1,2
All,2023,Collaboration,Enduring,soft,9316,16709,55.8,2
All,2023,Business & Professional communication,Enduring,hard,6341,16709,37.9,2
All,2023,Teamwork and cooperation,Enduring,soft,1420,16709,8.5,2
All,2023,Data communication and storytelling,Enduring,hard,693,16709,4.1,2
All,2023,Leadership and social influence,Enduring,soft,5252,16709,31.4,2
All,2023,Emotional and interpersonal intelligence,Enduring,soft,6074,16709,36.4,2
All,2023,Learning,Enduring,soft,1308,16709,7.8,2
All,2023,Learning orientation,Enduring,soft,1288,16709,7.7,2
All,2023,Self-reflection,Enduring,soft,27,16709,0.2,2
All,2023,"AI Interaction (How do humans use, communicate with, and evaluate AI?)",Emerging,hard,3037,16709,18.2,2
All,2023,Adaptability (capacity to respond constructively to technological and organizational change),Emerging,soft,376,16709,2.3,2
All,2023,Digital and AI literacy,Emerging,hard,2944,16709,17.6,2
All,2023,Adaptive Mindset and Resilience,Emerging,soft,375,16709,2.2,2
All,2023,Prompting skills,Emerging,hard,0,16709,0.0,2
All,2023,AI-Driven Change and Opportunity Management,Emerging,soft,1,16709,0.0,2
All,2023,AI Use-Case Identification and Professional Application,Emerging,hard,123,16709,0.7,2
All,2023,AI self-efficacy,Emerging,soft,0,16709,0.0,2
All,2023,AI monitoring; output evaluation and verification,Emerging,hard,0,16709,0.0,2
All,2023,AI-ideation,Emerging,hard,0,16709,0.0,2
All,2023,"AI System Design (How are AI-supported tools, workflows, and processes designed?)",Emerging,hard,876,16709,5.2,2
All,2023,Systemic Skills (ability to understand AI implementation within a wider organizational and socio-technical context),Emerging,soft,53,16709,0.3,2
All,2023,AI Development and Implementation,Emerging,hard,226,16709,1.4,2
All,2023,Human-AI collaboration,Emerging,soft,10,16709,0.1,2
All,2023,AI Data and Process Management,Emerging,hard,446,16709,2.7,2
All,2023,Socio-Technical Systems Thinking,Emerging,soft,43,16709,0.3,2
All,2023,AI infrastructure and Deployment Readiness,Emerging,hard,267,16709,1.6,2
All,2023,AI transformation and organizational redesign,Emerging,soft,0,16709,0.0,2
All,2023,"AI Governance (How do we ensure AI is used responsibly, safely, legally, and accountably?)",Emerging,hard,840,16709,5.0,2
All,2023,Governance and Accountability Structures,Emerging,hard,513,16709,3.1,2
All,2023,Responsible and Ethical AI Evaluation,Emerging,hard,45,16709,0.3,2
All,2023,"AI Risk, Privacy, and Security Management",Emerging,hard,325,16709,1.9,2
All,2023,Societal and Environmental AI Impact,Emerging,hard,25,16709,0.1,2
All,2026,Declarative and retrieval-based knowledge,Declining,hard,18383,74500,24.7,2
All,2026,Individual knowledge,Declining,soft,1884,74500,2.5,2
All,2026,Locate and retrieve information,Declining,hard,2622,74500,3.5,2
All,2026,language-specific knowledge,Declining,soft,1884,74500,2.5,2
All,2026,Digital information analysis and synthesis,Declining,hard,4583,74500,6.2,2
All,2026,business knowledge as stored facts,Declining,hard,12792,74500,17.2,2
All,2026,Standardized routine execution,Declining,hard,9715,74500,13.0,2
All,2026,Routine tasks,Declining,hard,9715,74500,13.0,2
All,2026,Foundations,Enduring,hard,51792,74500,69.5,2
All,2026,Creativity,Enduring,soft,26698,74500,35.8,2
All,2026,Business and management foundations,Enduring,hard,43181,74500,58.0,2
All,2026,Entrepreneurial and Innovation-Oriented Thinking,Enduring,soft,19866,74500,26.7,2
All,2026,"Quantitative, data, and analytical foundations",Enduring,hard,31477,74500,42.3,2
All,2026,Creative Thinking and Curiosity,Enduring,soft,11025,74500,14.8,2
All,2026,A structured approach to work,Enduring,hard,35580,74500,47.8,2
All,2026,Criticism,Enduring,soft,8214,74500,11.0,2
All,2026,Analytical and Structured Problem-Solving,Enduring,hard,14542,74500,19.5,2
All,2026,Analytical and critical thinking,Enduring,soft,4841,74500,6.5,2
All,2026,Data- and Evidence-Based Decision-Making,Enduring,hard,8598,74500,11.5,2
All,2026,Critical thinking,Enduring,soft,308,74500,0.4,2
All,2026,Methodical Process and Technology Management,Enduring,hard,23893,74500,32.1,2
All,2026,Ethical decision-making,Enduring,soft,3332,74500,4.5,2
All,2026,Communications,Enduring,hard,32213,74500,43.2,2
All,2026,Collaboration,Enduring,soft,43125,74500,57.9,2
All,2026,Business & Professional communication,Enduring,hard,30311,74500,40.7,2
All,2026,Teamwork and cooperation,Enduring,soft,7297,74500,9.8,2
All,2026,Data communication and storytelling,Enduring,hard,3525,74500,4.7,2
All,2026,Leadership and social influence,Enduring,soft,23669,74500,31.8,2
All,2026,Emotional and interpersonal intelligence,Enduring,soft,29743,74500,39.9,2
All,2026,Learning,Enduring,soft,5852,74500,7.9,2
All,2026,Learning orientation,Enduring,soft,5740,74500,7.7,2
All,2026,Self-reflection,Enduring,soft,139,74500,0.2,2
All,2026,"AI Interaction (How do humans use, communicate with, and evaluate AI?)",Emerging,hard,17697,74500,23.8,2
All,2026,Adaptability (capacity to respond constructively to technological and organizational change),Emerging,soft,2071,74500,2.8,2
All,2026,Digital and AI literacy,Emerging,hard,17152,74500,23.0,2
All,2026,Adaptive Mindset and Resilience,Emerging,soft,2065,74500,2.8,2
All,2026,Prompting skills,Emerging,hard,0,74500,0.0,2
All,2026,AI-Driven Change and Opportunity Management,Emerging,soft,6,74500,0.0,2
All,2026,AI Use-Case Identification and Professional Application,Emerging,hard,791,74500,1.1,2
All,2026,AI self-efficacy,Emerging,soft,0,74500,0.0,2
All,2026,AI monitoring; output evaluation and verification,Emerging,hard,0,74500,0.0,2
All,2026,AI-ideation,Emerging,hard,0,74500,0.0,2
All,2026,"AI System Design (How are AI-supported tools, workflows, and processes designed?)",Emerging,hard,5819,74500,7.8,2
All,2026,Systemic Skills (ability to understand AI implementation within a wider organizational and socio-technical context),Emerging,soft,975,74500,1.3,2
All,2026,AI Development and Implementation,Emerging,hard,2301,74500,3.1,2
All,2026,Human-AI collaboration,Emerging,soft,47,74500,0.1,2
All,2026,AI Data and Process Management,Emerging,hard,3024,74500,4.1,2
All,2026,Socio-Technical Systems Thinking,Emerging,soft,933,74500,1.3,2
All,2026,AI infrastructure and Deployment Readiness,Emerging,hard,1039,74500,1.4,2
All,2026,AI transformation and organizational redesign,Emerging,soft,0,74500,0.0,2
All,2026,"AI Governance (How do we ensure AI is used responsibly, safely, legally, and accountably?)",Emerging,hard,4684,74500,6.3,2
All,2026,Governance and Accountability Structures,Emerging,hard,2464,74500,3.3,2
All,2026,Responsible and Ethical AI Evaluation,Emerging,hard,452,74500,0.6,2
All,2026,"AI Risk, Privacy, and Security Management",Emerging,hard,2069,74500,2.8,2
All,2026,Societal and Environmental AI Impact,Emerging,hard,55,74500,0.1,2
Marketing Managers,2023,Declarative and retrieval-based knowledge,Declining,hard,302,8528,3.5,3
Marketing Managers,2023,Individual knowledge,Declining,soft,182,8528,2.1,3
Marketing Managers,2023,Locate and retrieve information,Declining,hard,100,8528,1.2,3
Marketing Managers,2023,language-specific knowledge,Declining,soft,182,8528,2.1,3
Marketing Managers,2023,Digital information analysis and synthesis,Declining,hard,2,8528,0.0,3
Marketing Managers,2023,business knowledge as stored facts,Declining,hard,201,8528,2.4,3
Marketing Managers,2023,Standardized routine execution,Declining,hard,176,8528,2.1,3
Marketing Managers,2023,Routine tasks,Declining,hard,176,8528,2.1,3
Marketing Managers,2023,Foundations,Enduring,hard,1748,8528,20.5,3
Marketing Managers,2023,Creativity,Enduring,soft,1986,8528,23.3,3
Marketing Managers,2023,Business and management foundations,Enduring,hard,1076,8528,12.6,3
Marketing Managers,2023,Entrepreneurial and Innovation-Oriented Thinking,Enduring,soft,1201,8528,14.1,3
Marketing Managers,2023,"Quantitative, data, and analytical foundations",Enduring,hard,833,8528,9.8,3
Marketing Managers,2023,Creative Thinking and Curiosity,Enduring,soft,1033,8528,12.1,3
Marketing Managers,2023,A structured approach to work,Enduring,hard,1262,8528,14.8,3
Marketing Managers,2023,Criticism,Enduring,soft,211,8528,2.5,3
Marketing Managers,2023,Analytical and Structured Problem-Solving,Enduring,hard,619,8528,7.3,3
Marketing Managers,2023,Analytical and critical thinking,Enduring,soft,158,8528,1.9,3
Marketing Managers,2023,Data- and Evidence-Based Decision-Making,Enduring,hard,162,8528,1.9,3
Marketing Managers,2023,Critical thinking,Enduring,soft,23,8528,0.3,3
Marketing Managers,2023,Methodical Process and Technology Management,Enduring,hard,573,8528,6.7,3
Marketing Managers,2023,Ethical decision-making,Enduring,soft,34,8528,0.4,3
Marketing Managers,2023,Communications,Enduring,hard,840,8528,9.8,3
Marketing Managers,2023,Collaboration,Enduring,soft,2756,8528,32.3,3
Marketing Managers,2023,Business & Professional communication,Enduring,hard,770,8528,9.0,3
Marketing Managers,2023,Teamwork and cooperation,Enduring,soft,243,8528,2.8,3
Marketing Managers,2023,Data communication and storytelling,Enduring,hard,104,8528,1.2,3
Marketing Managers,2023,Leadership and social influence,Enduring,soft,1379,8528,16.2,3
Marketing Managers,2023,Emotional and interpersonal intelligence,Enduring,soft,1617,8528,19.0,3
Marketing Managers,2023,Learning,Enduring,soft,133,8528,1.6,3
Marketing Managers,2023,Learning orientation,Enduring,soft,130,8528,1.5,3
Marketing Managers,2023,Self-reflection,Enduring,soft,3,8528,0.0,3
Marketing Managers,2023,"AI Interaction (How do humans use, communicate with, and evaluate AI?)",Emerging,hard,9,8528,0.1,3
Marketing Managers,2023,Adaptability (capacity to respond constructively to technological and organizational change),Emerging,soft,180,8528,2.1,3
Marketing Managers,2023,Digital and AI literacy,Emerging,hard,9,8528,0.1,3
Marketing Managers,2023,Adaptive Mindset and Resilience,Emerging,soft,180,8528,2.1,3
Marketing Managers,2023,Prompting skills,Emerging,hard,0,8528,0.0,3
Marketing Managers,2023,AI-Driven Change and Opportunity Management,Emerging,soft,0,8528,0.0,3
Marketing Managers,2023,AI Use-Case Identification and Professional Application,Emerging,hard,0,8528,0.0,3
Marketing Managers,2023,AI self-efficacy,Emerging,soft,0,8528,0.0,3
Marketing Managers,2023,AI monitoring; output evaluation and verification,Emerging,hard,0,8528,0.0,3
Marketing Managers,2023,AI-ideation,Emerging,hard,0,8528,0.0,3
Marketing Managers,2023,"AI System Design (How are AI-supported tools, workflows, and processes designed?)",Emerging,hard,6,8528,0.1,3
Marketing Managers,2023,Systemic Skills (ability to understand AI implementation within a wider organizational and socio-technical context),Emerging,soft,11,8528,0.1,3
Marketing Managers,2023,AI Development and Implementation,Emerging,hard,6,8528,0.1,3
Marketing Managers,2023,Human-AI collaboration,Emerging,soft,0,8528,0.0,3
Marketing Managers,2023,AI Data and Process Management,Emerging,hard,0,8528,0.0,3
Marketing Managers,2023,Socio-Technical Systems Thinking,Emerging,soft,11,8528,0.1,3
Marketing Managers,2023,AI infrastructure and Deployment Readiness,Emerging,hard,0,8528,0.0,3
Marketing Managers,2023,AI transformation and organizational redesign,Emerging,soft,0,8528,0.0,3
Marketing Managers,2023,"AI Governance (How do we ensure AI is used responsibly, safely, legally, and accountably?)",Emerging,hard,0,8528,0.0,3
Marketing Managers,2023,Governance and Accountability Structures,Emerging,hard,0,8528,0.0,3
Marketing Managers,2023,Responsible and Ethical AI Evaluation,Emerging,hard,0,8528,0.0,3
Marketing Managers,2023,"AI Risk, Privacy, and Security Management",Emerging,hard,0,8528,0.0,3
Marketing Managers,2023,Societal and Environmental AI Impact,Emerging,hard,0,8528,0.0,3
Marketing Managers,2026,Declarative and retrieval-based knowledge,Declining,hard,1519,43126,3.5,3
Marketing Managers,2026,Individual knowledge,Declining,soft,594,43126,1.4,3
Marketing Managers,2026,Locate and retrieve information,Declining,hard,396,43126,0.9,3
Marketing Managers,2026,language-specific knowledge,Declining,soft,594,43126,1.4,3
Marketing Managers,2026,Digital information analysis and synthesis,Declining,hard,4,43126,0.0,3
Marketing Managers,2026,business knowledge as stored facts,Declining,hard,1144,43126,2.7,3
Marketing Managers,2026,Standardized routine execution,Declining,hard,1557,43126,3.6,3
Marketing Managers,2026,Routine tasks,Declining,hard,1557,43126,3.6,3
Marketing Managers,2026,Foundations,Enduring,hard,8120,43126,18.8,3
Marketing Managers,2026,Creativity,Enduring,soft,11736,43126,27.2,3
Marketing Managers,2026,Business and management foundations,Enduring,hard,4003,43126,9.3,3
Marketing Managers,2026,Entrepreneurial and Innovation-Oriented Thinking,Enduring,soft,6663,43126,15.5,3
Marketing Managers,2026,"Quantitative, data, and analytical foundations",Enduring,hard,4753,43126,11.0,3
Marketing Managers,2026,Creative Thinking and Curiosity,Enduring,soft,6542,43126,15.2,3
Marketing Managers,2026,A structured approach to work,Enduring,hard,6955,43126,16.1,3
Marketing Managers,2026,Criticism,Enduring,soft,1016,43126,2.4,3
Marketing Managers,2026,Analytical and Structured Problem-Solving,Enduring,hard,2736,43126,6.3,3
Marketing Managers,2026,Analytical and critical thinking,Enduring,soft,669,43126,1.6,3
Marketing Managers,2026,Data- and Evidence-Based Decision-Making,Enduring,hard,1770,43126,4.1,3
Marketing Managers,2026,Critical thinking,Enduring,soft,163,43126,0.4,3
Marketing Managers,2026,Methodical Process and Technology Management,Enduring,hard,3009,43126,7.0,3
Marketing Managers,2026,Ethical decision-making,Enduring,soft,188,43126,0.4,3
Marketing Managers,2026,Communications,Enduring,hard,5628,43126,13.1,3
Marketing Managers,2026,Collaboration,Enduring,soft,14677,43126,34.0,3
Marketing Managers,2026,Business & Professional communication,Enduring,hard,5313,43126,12.3,3
Marketing Managers,2026,Teamwork and cooperation,Enduring,soft,1488,43126,3.5,3
Marketing Managers,2026,Data communication and storytelling,Enduring,hard,413,43126,1.0,3
Marketing Managers,2026,Leadership and social influence,Enduring,soft,7799,43126,18.1,3
Marketing Managers,2026,Emotional and interpersonal intelligence,Enduring,soft,8258,43126,19.1,3
Marketing Managers,2026,Learning,Enduring,soft,806,43126,1.9,3
Marketing Managers,2026,Learning orientation,Enduring,soft,796,43126,1.8,3
Marketing Managers,2026,Self-reflection,Enduring,soft,10,43126,0.0,3
Marketing Managers,2026,"AI Interaction (How do humans use, communicate with, and evaluate AI?)",Emerging,hard,169,43126,0.4,3
Marketing Managers,2026,Adaptability (capacity to respond constructively to technological and organizational change),Emerging,soft,796,43126,1.8,3
Marketing Managers,2026,Digital and AI literacy,Emerging,hard,169,43126,0.4,3
Marketing Managers,2026,Adaptive Mindset and Resilience,Emerging,soft,796,43126,1.8,3
Marketing Managers,2026,Prompting skills,Emerging,hard,0,43126,0.0,3
Marketing Managers,2026,AI-Driven Change and Opportunity Management,Emerging,soft,0,43126,0.0,3
Marketing Managers,2026,AI Use-Case Identification and Professional Application,Emerging,hard,0,43126,0.0,3
Marketing Managers,2026,AI self-efficacy,Emerging,soft,0,43126,0.0,3
Marketing Managers,2026,AI monitoring; output evaluation and verification,Emerging,hard,0,43126,0.0,3
Marketing Managers,2026,AI-ideation,Emerging,hard,0,43126,0.0,3
Marketing Managers,2026,"AI System Design (How are AI-supported tools, workflows, and processes designed?)",Emerging,hard,81,43126,0.2,3
Marketing Managers,2026,Systemic Skills (ability to understand AI implementation within a wider organizational and socio-technical context),Emerging,soft,230,43126,0.5,3
Marketing Managers,2026,AI Development and Implementation,Emerging,hard,81,43126,0.2,3
Marketing Managers,2026,Human-AI collaboration,Emerging,soft,0,43126,0.0,3
Marketing Managers,2026,AI Data and Process Management,Emerging,hard,0,43126,0.0,3
Marketing Managers,2026,Socio-Technical Systems Thinking,Emerging,soft,230,43126,0.5,3
Marketing Managers,2026,AI infrastructure and Deployment Readiness,Emerging,hard,0,43126,0.0,3
Marketing Managers,2026,AI transformation and organizational redesign,Emerging,soft,0,43126,0.0,3
Marketing Managers,2026,"AI Governance (How do we ensure AI is used responsibly, safely, legally, and accountably?)",Emerging,hard,0,43126,0.0,3
Marketing Managers,2026,Governance and Accountability Structures,Emerging,hard,0,43126,0.0,3
Marketing Managers,2026,Responsible and Ethical AI Evaluation,Emerging,hard,0,43126,0.0,3
Marketing Managers,2026,"AI Risk, Privacy, and Security Management",Emerging,hard,0,43126,0.0,3
Marketing Managers,2026,Societal and Environmental AI Impact,Emerging,hard,0,43126,0.0,3
Human Resources Managers,2023,Declarative and retrieval-based knowledge,Declining,hard,515,2443,21.1,3
Human Resources Managers,2023,Individual knowledge,Declining,soft,76,2443,3.1,3
Human Resources Managers,2023,Locate and retrieve information,Declining,hard,47,2443,1.9,3
Human Resources Managers,2023,language-specific knowledge,Declining,soft,76,2443,3.1,3
Human Resources Managers,2023,Digital information analysis and synthesis,Declining,hard,0,2443,0.0,3
Human Resources Managers,2023,business knowledge as stored facts,Declining,hard,472,2443,19.3,3
Human Resources Managers,2023,Standardized routine execution,Declining,hard,59,2443,2.4,3
Human Resources Managers,2023,Routine tasks,Declining,hard,59,2443,2.4,3
